,Date,Continent_Name,ConfirmedCases,ConfirmedDeaths,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,GovernmentResponseIndexForDisplay,StringencyIndexForDisplay,ConfirmedCases_100K,ConfirmedDeaths_100K,Average14_100K,CumulativeVaccine,PeopleVaccinated,CumulativeVaccine_100K,PeopleVaccinated_100K,CumulativeTests,CumulativeTests_100K
165,2020-01-28,North America,7.0,0.0,3.0278260869565212,0.0,2.6491304347826086,3.260869565217391,0.0011959341491868533,0.0,8.542386779906095e-05,,,,,4793.0,0.8188731967217983
166,2020-01-28,Oceania,5.0,0.0,3.836666666666667,0.0,3.356666666666667,4.321111111111112,0.011793003263053246,0.0,0.0008423573759323747,,,,,,
167,2020-01-28,South America,0.0,0.0,2.380833333333333,0.0,2.0825,2.778333333333333,0.0,0.0,0.0,,,,,0.0,0.0
168,2020-01-29,Africa,0.0,0.0,1.4884,0.0,1.3014000000000001,2.1672000000000002,0.0,0.0,0.0,,,,,,
169,2020-01-29,Asia,6143.0,133.0,9.572448979591837,0.0,8.375510204081632,9.929999999999998,0.1310708033642909,0.002837769306112761,0.009362200240306493,,,,,1540.0,0.03285838143920039
170,2020-01-29,Europe,10.0,0.0,3.2799999999999994,0.0,2.869361702127659,2.857659574468085,0.0011569797587640742,0.0,8.264141134029102e-05,,,,,,
171,2020-01-29,North America,8.0,0.0,3.4421739130434785,0.0,3.0113043478260866,3.260869565217391,0.0013667818847849752,0.0,9.762727748464108e-05,,,,,5003.0,0.8547512211974039
172,2020-01-29,Oceania,6.0,0.0,4.233333333333333,0.0,3.703333333333333,4.938888888888889,0.014151603915663894,0.0,0.0010108288511188495,,,,,,
173,2020-01-29,South America,0.0,0.0,2.678333333333333,0.0,2.3433333333333333,3.2416666666666667,0.0,0.0,0.0,,,,,438.0,0.10256091730372041
174,2020-01-30,Africa,0.0,0.0,1.5242000000000002,0.0,1.3326000000000002,2.2228000000000003,0.0,0.0,0.0,,,,,,
175,2020-01-30,Asia,8208.0,171.0,10.36204081632653,0.0,9.066530612244899,11.15816326530612,0.17513090574867324,0.0036485605364306923,0.012509350410619518,,,,,1987.0,0.04239584670109816
176,2020-01-30,Europe,10.0,0.0,3.5840425531914883,0.0,3.1355319148936167,3.3304255319148943,0.0011569797587640742,0.0,8.264141134029102e-05,,,,,,
177,2020-01-30,North America,8.0,0.0,3.75304347826087,0.0,3.2830434782608693,3.743913043478261,0.0013667818847849752,0.0,9.762727748464108e-05,,,,,5234.0,0.89421704812057
178,2020-01-30,Oceania,9.0,0.0,4.233333333333333,0.0,3.703333333333333,4.938888888888889,0.02122740587349584,0.0,0.0015162432766782745,,,,,3.0,0.007075801957831947
179,2020-01-30,South America,0.0,0.0,2.678333333333333,0.0,2.3433333333333333,3.2416666666666667,0.0,0.0,0.0,,,,,456.0,0.10677574952168152
180,2020-01-31,Africa,0.0,0.0,1.5956000000000001,0.0,1.3952,2.3338,0.0,0.0,0.0,,,,,,
181,2020-01-31,Asia,9891.0,213.0,10.787346938775508,0.0,9.438367346938774,11.55489795918367,0.21104042260722794,0.004544698212045248,0.015074315900516283,,,,,5630.0,0.12012512175499881
182,2020-01-31,Europe,17.0,0.0,5.078297872340425,0.0,4.443191489361704,4.393829787234043,0.001966865589898926,0.0,0.0001404903992784947,,,,,,
